area,source,year,common_name,sex,age,length,weight,gear
GOA,RACEBASE,2017,dusky rockfish,F,22,48,1.806,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,21,52,2.246,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,48,1.92,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,41,1.178,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,26,49,1.898,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,12,39,0.956,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,10,39,0.868,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,34,49,1.773,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,16,45,1.55,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,19,47,1.784,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,32,51,1.498,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,20,47,1.752,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,11,45,1.522,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,9,38,0.898,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,16,47,1.934,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,18,44,1.634,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,23,50,2.246,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,18,47,1.942,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,46,1.772,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,16,46,1.558,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,19,53,2.41,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,15,48,1.684,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,17,49,2.27,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,21,51,2.43,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,23,51,2.378,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,16,49,2.024,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,28,48,1.94,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,13,41,1.206,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,12,41,1.058,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,10,40,1.214,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,24,52,2.562,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,27,51,2.47,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,23,51,1.934,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,20,48,2.234,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,12,42,1.32,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,19,46,1.58,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,31,51,2.192,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,21,48,1.868,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,7,33,0.618,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,46,1.56,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,15,44,1.386,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,15,43,1.46,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,20,47,1.712,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,16,45,1.456,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,21,43,1.414,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,46,1.776,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,20,51,2.35,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,40,1.194,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,42,1.286,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,24,50,2.178,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,19,52,2.482,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,43,1.288,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,38,0.954,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,14,44,1.286,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,42,1.346,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,19,48,1.934,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,15,40,1.038,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,19,43,1.134,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,9,40,1.052,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,27,49,1.996,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,31,52,2.624,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,47,1.768,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,44,1.462,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,18,45,1.456,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,27,49,1.66,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,24,52,2.566,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,14,46,1.686,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,19,50,2.338,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,13,45,1.736,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,10,40,1.076,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,16,48,1.916,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,11,41,1.074,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,18,46,1.408,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,18,47,1.838,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,14,43,1.31,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,40,1.076,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,18,46,1.512,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,17,43,1.358,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,45,1.62,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,13,45,1.304,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,7,35,0.736,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,16,44,1.368,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,17,47,1.386,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,12,40,1.116,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,13,45,1.61,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,26,48,1.652,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,12,41,1.11,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,17,44,1.356,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,39,1.008,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,40,1.042,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,13,43,1.2,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,18,43,1.38,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,19,46,1.756,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,11,32,NA,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,11,33,NA,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,M,9,34,NA,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,15,34,NA,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,11,32,NA,AFSC bottom trawl survey
GOA,RACEBASE,2017,dusky rockfish,F,10,34,NA,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,41,1.27,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,45,1.525,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,22,39,0.84,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,42,1.05,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,41,0.935,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,36,0.704,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,7,34,0.566,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,40,1.092,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.906,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,37,0.86,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,34,0.694,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,5,28,0.316,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,38,0.943,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,4,19,0.087,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,40,0.981,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,8,36,0.669,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,38,0.86,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,38,0.848,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,34,0.559,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,7,33,0.537,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,7,33,0.565,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,35,0.715,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,38,0.851,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,42,1.184,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,40,0.999,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,41,1.172,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,38,0.855,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,37,0.792,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,40,1.034,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,42,1.231,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,7,29,0.365,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,27,48,1.79,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,30,48,1.888,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,22,45,1.354,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,19,46,1.556,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,47,1.738,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,41,1.037,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.845,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,13,45,1.386,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,22,46,1.561,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,42,1.145,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,37,51,2.069,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,39,0.924,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,46,1.505,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,40,1.069,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,27,48,1.77,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,17,45,1.554,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,20,48,1.841,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,26,48,1.563,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,40,1.174,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,38,0.995,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,45,1.531,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,10,40,1.098,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,10,37,0.77,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,44,1.32,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.936,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,41,1.116,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,44,1.642,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,16,47,1.677,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,41,1.221,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,14,45,1.51,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,42,1.19,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,42,1.634,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,43,1.28,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,41,1.114,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,40,1.101,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,42,1.391,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,45,1.396,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,31,49,2.109,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,21,46,1.519,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,25,45,1.383,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,43,1.301,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,19,44,1.345,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,43,1.29,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,20,45,1.383,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,35,47,1.701,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,17,46,1.608,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,27,46,1.494,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,42,1.215,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,40,1.118,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,21,48,1.855,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,15,46,1.576,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,30,46,1.589,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,17,44,1.387,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,44,1.502,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,20,45,1.488,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,30,0.372,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,14,43,1.291,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,17,45,1.444,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,15,43,1.29,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,24,45,1.54,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,39,1.044,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,14,38,0.868,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,15,40,1.106,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,21,43,1.246,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,27,45,1.526,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,16,44,1.309,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,35,0.774,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,45,1.583,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,14,44,1.485,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,19,43,1.451,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,19,42,1.395,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,44,1.415,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,40,0.947,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,16,45,1.617,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,8,40,0.929,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,42,1.189,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,16,46,1.477,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,30,51,2.156,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,15,46,1.593,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,25,45,1.424,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,8,36,0.825,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,38,0.787,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,39,0.985,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,37,0.806,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,36,0.719,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.913,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.975,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,20,49,1.859,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,28,49,1.926,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,38,0.813,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,14,44,1.455,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,17,45,1.586,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,27,49,1.708,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,32,47,1.791,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,18,48,1.807,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,21,50,2.271,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,21,51,2.55,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,21,47,1.594,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,42,1.382,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,41,1.113,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,43,1.717,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,15,45,1.388,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,30,50,2.166,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,48,2.047,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,50,2.098,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,22,47,1.739,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,14,43,1.249,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,26,48,2.056,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,28,48,1.905,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,21,46,1.833,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,20,49,1.902,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,44,1.329,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,8,37,0.726,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,41,1.094,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,47,1.596,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,41,1.094,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,17,49,2.028,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,28,46,1.641,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,25,45,1.575,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,13,39,0.922,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,32,49,1.717,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,33,50,2.178,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,21,47,1.777,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,24,50,2.088,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,47,1.97,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,17,48,1.854,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,36,0.805,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,40,0.977,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,26,51,2.271,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,8,39,0.948,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,44,1.602,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,10,39,0.949,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,23,51,2.176,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,44,1.454,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,12,43,1.406,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,19,47,1.992,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,20,50,2.139,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,20,50,2.28,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,32,48,2.381,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,34,49,2.045,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,19,48,1.855,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,45,1.864,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,24,48,2.028,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,18,43,1.206,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,40,1.056,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,42,1.284,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,17,45,1.406,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,39,0.93,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,22,46,1.43,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,41,1.094,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,45,1.428,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,43,1.286,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,39,0.888,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,12,42,1.172,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,39,0.99,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,11,38,0.845,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,40,1.115,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,40,1.11,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,7,32,0.525,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,38,0.88,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,11,39,0.935,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,38,0.86,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,9,38,0.865,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,6,33,0.544,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,8,36,0.778,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,6,32,0.488,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,7,32,0.532,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,8,37,0.918,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,6,28,0.348,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,9,37,0.822,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,5,29,0.358,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,7,32,0.466,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,6,30,0.43,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,13,42,1.332,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,13,42,1.168,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,F,10,40,1.064,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,14,44,1.42,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,13,42,1.26,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,20,44,1.358,AFSC bottom trawl survey
GOA,RACEBASE,2019,dusky rockfish,M,24,52,1.96,AFSC bottom trawl survey
