ID,AGENCY,NAME,CODE,ID,AGENCY,NAME,CODE
1531,AKR,Other Small Sculpins,160,380,OBS,CALICO SCULPIN,420
1517,AKR,Eels or eel-like fish  ,210,400,OBS,WATTLED EELPOUT,251
16,AKR,Greenland Turbot,134,422,OBS,GREENLAND TURBOT,102
1517,AKR,Eels or eel-like fish  ,210,444,OBS,BLACKLINE SNIPE EEL,561
1519,AKR,"Snailfish, general",218,447,OBS,RIBBON SNAILFISH,507
32,AKR,Shortraker Rockfish,152,451,OBS,SHORTRAKER/ROUGHEYE ROCKFISH,354
21,AKR,Pacific Ocean Perch,141,454,OBS,SMALL RED ROCKFISH GROUP,348
1517,AKR,Eels or eel-like fish  ,210,473,OBS,BIGFIN EELPOUT,257
1518,AKR,Wolf-eel ,217,481,OBS,WOLFFISH UNIDENTIFIED,779
1621,AKR,"Skate, Other",700,501,OBS,FLATHEAD SKATE,86
1621,AKR,"Skate, Other",700,504,OBS,COMMANDER SKATE,163
1032,AKR,"Shrimp, sidestripe",962,518,OBS,SHRIMP UNIDENTIFIED,70
1034,AKR,"Shrimp, coonstripe",964,518,OBS,SHRIMP UNIDENTIFIED,70
1513,AKR,Miscellaneous Flatfish,120,524,OBS,ARCTIC FLOUNDER,146
1535,AKR,Small Sculpins - Threaded Sculpin,283,530,OBS,SCULPIN UNIDENTIFIED,400
1517,AKR,Eels or eel-like fish  ,210,545,OBS,BASKETWEAVE CUSK-EEL,255
73,AKR,"Shark, Other",689,546,OBS,PACIFIC SHARPNOSE SHARK,76
1037,AKR,"Crab, Hanasaki (Spiny) King",925,556,OBS,KING CRAB UNIDENTIFIED,2
988,AKR,"Greenling, kelp",194,563,OBS,GREENLING UNIDENTIFIED,390
993,AKR,"Grenadiers (rattails, general)",213,564,OBS,GRENADIER UNIDENTIFIED,80
1018,AKR,"Mussel, blue",855,1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29
1015,AKR,"Clam, eastern softshell",842,1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29
1009,AKR,"Clam, butter",810,1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29
1012,AKR,"Clam, cockle",820,1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29
1022,AKR,Snails,890,1225,OBS,SNAIL UNIDENTIFIED,30
68,AKR,Chum Salmon,450,89,OBS,SALMON UNIDENTIFIED,220
64,AKR,Chinook Salmon,410,94,OBS,CHINOOK SALMON,222
1612,AKR,"Crab, Multispine",951,131,OBS,CRAB UNIDENTIFIED,1
1027,AKR,"Crab, dungeness",910,135,OBS,DUNGENESS CRAB,12
73,AKR,"Shark, Other",689,161,OBS,SHARK UNIDENTIFIED,65
1517,AKR,Eels or eel-like fish  ,210,207,OBS,TWOLINE EELPOUT,253
1531,AKR,Other Small Sculpins,160,252,OBS,RIBBED SCULPIN,408
1531,AKR,Other Small Sculpins,160,253,OBS,CRESTED SCULPIN,409
1538,AKR,Other Large Sculpins,286,256,OBS,BUTTERFLY SCULPIN,415
1519,AKR,"Snailfish, general",218,267,OBS,RINGTAIL SNAILFISH,508
1511,AKR,"Lumpsucker, smooth",216,268,OBS,LUMPSUCKER UNIDENTIFIED,525
59,AKR,"Pricklebacks, etc.  (family Stichaeidae)",208,292,OBS,SNAKE PRICKLEBACK,751
991,AKR,Wrymouths,211,294,OBS,GIANT WRYMOUTH,760
991,AKR,Wrymouths,211,301,OBS,DWARF WRYMOUTH,783
76,AKR,Lanternfishes (family Myctophidae),772,359,OBS,NORTHERN LANTERNFISH,702
77,AKR,Deep-sea Smelt (family Bathylagidae),773,363,OBS,EARED BLACKSMELT,615
1517,AKR,Eels or eel-like fish  ,210,369,OBS,SLENDER SNIPE EEL,560
1521,AKR,"Poacher, general",219,372,OBS,SMOOTH ALLIGATORFISH,454
1531,AKR,Other Small Sculpins,160,382,OBS,SPECTACLED SCULPIN,426
1531,AKR,Other Small Sculpins,160,386,OBS,THREADFIN SCULPIN,403
993,AKR,"Grenadiers (rattails, general)",213,406,OBS,FILAMENTED RATTAIL,83
14,AKR,Sand Sole,132,415,OBS,SAND SOLE,115
58,AKR,"Gunnels, (family Pholidae)",207,416,OBS,GUNNEL UNIDENTIFIED,430
83,AKR,Red King Crab,921,417,OBS,RED KING CRAB,13
1531,AKR,Other Small Sculpins,160,450,OBS,SILVERSPOTTED SCULPIN,396
50,AKR,Pygmy Rockfish,179,452,OBS,PYGMY ROCKFISH,335
1531,AKR,Other Small Sculpins,160,464,OBS,TRIGLOPS SCULPIN UNIDENTIFIED,433
59,AKR,"Pricklebacks, etc.  (family Stichaeidae)",208,489,OBS,WHITEBARRED PRICKLEBACK,755
1536,AKR,Large Sculpins - Warty Sculpin,284,530,OBS,SCULPIN UNIDENTIFIED,400
1533,AKR,Large Sculpins - Great Sculpin,281,530,OBS,SCULPIN UNIDENTIFIED,400
1537,AKR,Large Sculpins - Yellow Irish Lord,285,532,OBS,YELLOW IRISH LORD,414
1531,AKR,Other Small Sculpins,160,550,OBS,SPINYHEAD SCULPIN,401
1531,AKR,Other Small Sculpins,160,560,OBS,DARKFIN SCULPIN,395
1525,AKR,Dusky Rockfish,172,562,OBS,DUSKY ROCKFISH UNIDENTIFIED,355
1010,AKR,"Clam, surf",812,1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29
1621,AKR,"Skate, Other",700,1246,OBS,SOFT SNOUT SKATE,159
1531,AKR,Other Small Sculpins,160,1250,OBS,ICELUS EURYOPS,432
1519,AKR,"Snailfish, general",218,1254,OBS,LIPARIS OCHOTENSIS,503
1525,AKR,Dusky Rockfish,172,1527,OBS,DUSKY ROCKFISH,330
73,AKR,"Shark, Other",689,1634,OBS,BASKING SHARK,156
14,AKR,Sand Sole,132,671,ADFG,"Sole, sand",132
28,AKR,Tiger Rockfish,148,687,ADFG,"Rockfish, Tiger",148
41,AKR,Sharpchin Rockfish,166,705,ADFG,"Rockfish, Sharpchin",166
51,AKR,Shortbelly Rockfish,181,788,ADFG,"Rockfish, Shortbelly",181
52,AKR,Splitnose Rockfish,182,1375,ADFG,"Rockfish, Splitnose",182
57,AKR,Pacific Halibut,200,715,ADFG,Halibut,200
62,AKR,Pacific Herring (bycatch),235,126,ADFG,"Herring, roe only",232
62,AKR,Pacific Herring (bycatch),235,593,ADFG,"Herring, Pacific  (directed fishery)",230
65,AKR,Sockeye Salmon,420,588,ADFG,"Salmon, Sockeye",420
67,AKR,Pink Salmon,440,579,ADFG,"Salmon Roe, Unspecified",400
67,AKR,Pink Salmon,440,584,ADFG,"Salmon Roe, Pink",404
68,AKR,Chum Salmon,450,591,ADFG,"Salmon, Chum",450
72,AKR,Steelhead Trout,540,748,ADFG,"Trout, Steelhead",540
72,AKR,Steelhead Trout,540,749,ADFG,"Trout, Rainbow",541
76,AKR,Lanternfishes (family Myctophidae),772,1397,ADFG,Lanternfish,772
994,AKR,Giant grenadier,214,1381,ADFG,"Grenadier, Giant",214
1014,AKR,"Clam, little-neck",840,624,ADFG,"Clam, Little-neck, Pacific",840
1023,AKR,Sea cucumbers,895,650,ADFG,"Sea Cucumber, Red",894
1031,AKR,"Shrimp, Northern (Pink)",961,613,ADFG,"Shrimp, Northern (Pink)",961
1037,AKR,"Crab, Hanasaki (Spiny) King",925,597,ADFG,"Crab, Hanasaki (Spiny) King",925
1497,AKR,"Sturgeon, general",680,778,ADFG,"Sturgeon, White",682
1513,AKR,Miscellaneous Flatfish,120,1516,ADFG,"Flounder, General",120
1646,AKR,Shortraker/Rougheye Rockfish,171,691,ADFG,"Rockfish, Shortraker",152
5,AKR,Flathead Sole,122,661,ADFG,"Sole, Flathead",122
16,AKR,Greenland Turbot,134,673,ADFG,"Turbot, Greenland",134
19,AKR,Bocaccio Rockfish,137,676,ADFG,"Rockfish, Bocaccio  ",137
22,AKR,Black Rockfish,142,681,ADFG,"Rockfish, black",142
26,AKR,Canary Rockfish,146,685,ADFG,"Rockfish, Canary",146
36,AKR,Widow Rockfish,156,695,ADFG,"Rockfish, Widow",156
46,AKR,Yellowmouth Rockfish,175,709,ADFG,"Rockfish, Yellowmouth",175
47,AKR,Harlequin Rockfish,176,786,ADFG,"Rockfish, Harlequin",176
53,AKR,Stripetail Rockfish,183,1376,ADFG,"Rockfish, Stripetail",183
62,AKR,Pacific Herring (bycatch),235,128,ADFG,"Herring, Bait",233
64,AKR,Chinook Salmon,410,579,ADFG,"Salmon Roe, Unspecified",400
64,AKR,Chinook Salmon,410,586,ADFG,"Salmon, Chinook",410
66,AKR,Coho Salmon,430,589,ADFG,"Salmon, Coho",430
991,AKR,Wrymouths,211,717,ADFG,Wrymouths,211
999,AKR,"Dolly varden, anadromous",531,745,ADFG,Dolly Varden (general),530
1007,AKR,Lancetfish,716,792,ADFG,Lancetfish (Family Alepisauridae),716
1009,AKR,"Clam, butter",810,619,ADFG,"Clam, Butter, Washington",810
1028,AKR,"Crab, scarlet king",924,604,ADFG,"Crab, Scarlet, King",924
1033,AKR,"Shrimp, humpy",963,615,ADFG,"Shrimp, Humpy",963
1537,AKR,Large Sculpins - Yellow Irish Lord,285,1545,ADFG,"Sculpin, Yellow Irish Lord",285
1614,AKR,Pacific Herring (directed fishery),230,125,ADFG,"Herring, Roe on Kelp",231
1614,AKR,Pacific Herring (directed fishery),230,128,ADFG,"Herring, Bait",233
1641,AKR,"Skate, Big",702,1387,ADFG,"Skate, Big",702
1646,AKR,Shortraker/Rougheye Rockfish,171,690,ADFG,"Rockfish, Rougheye",151
13,AKR,Petrale Sole,131,670,ADFG,"Sole, Petrale",131
15,AKR,Alaska Plaice Flounder,133,672,ADFG,"Flounder, Alaska Plaice",133
17,AKR,Greenstriped Rockfish,135,674,ADFG,"Rockfish, Greenstriped",135
20,AKR,Copper Rockfish,138,677,ADFG,"Rockfish, Copper",138
27,AKR,Quillback Rockfish,147,686,ADFG,"Rockfish, Quillback",147
29,AKR,China Rockfish,149,688,ADFG,"Rockfish, China",149
32,AKR,Shortraker Rockfish,152,785,ADFG,"Rockfish, Shortraker/Rougheye",171
62,AKR,Pacific Herring (bycatch),235,138,ADFG,"Herring, with sac roe",234
63,AKR,Pollock,270,730,ADFG,"Pollock, CDQ",970
65,AKR,Sockeye Salmon,420,582,ADFG,"Salmon Roe, Sockeye",402
73,AKR,"Shark, Other",689,783,ADFG,"Shark, Pacific Sleeper",692
80,AKR,Octopus,870,644,ADFG,"Octopus, North Pacific",870
997,AKR,Pacific Flatnose,260,722,ADFG,"Codling, Pacific Flatnose",260
999,AKR,"Dolly varden, anadromous",531,746,ADFG,Dolly Varden (anadromous),531
1002,AKR,"Shark, pacific sleeper",692,725,ADFG,"Shark, Other",689
1005,AKR,"Tuna, albacore",720,780,ADFG,"Tuna, Albacore",720
1006,AKR,Black hagfish,202,791,ADFG,"Hagfish, Black",202
1017,AKR,"Scallop, pink (or calico)",851,640,ADFG,"Scallop, Pink or Calico",851
1029,AKR,"Crab, hair",940,610,ADFG,"Crab, Korean Horsehair",940
1032,AKR,"Shrimp, sidestripe",962,614,ADFG,"Shrimp, Sidestripe",962
1035,AKR,"Shrimp, spot",965,617,ADFG,"Shrimp, Spot",965
1089,AKR,Grooved Tanner Crab,933,608,ADFG,"Crab, Tanner, Grooved",933
1091,AKR,Triangle Tanner Crab,934,609,ADFG,"Crab, Tanner, Triangle",934
1430,AKR,Prowfish,215,1431,ADFG,Prowfish,215
1504,AKR,Saffron Cod,111,1505,ADFG,"Cod, Saffron",111
1611,AKR,"Sea Urchin, red",892,782,ADFG,"Sea Urchin, Red",892
1613,AKR,"Crab, Verrilli",953,612,ADFG,"Crab, Verrilli",953
23,AKR,Thornyhead Rockfish (Idiots),143,682,ADFG,"Rockfish, Thornyhead (idiots)",143
48,AKR,Blackgill Rockfish,177,787,ADFG,"Rockfish, Blackgill",177
50,AKR,Pygmy Rockfish,179,1374,ADFG,"Rockfish, Pygmy",179
56,AKR,Atka Mackerel,193,713,ADFG,Atka Mackerel,193
60,AKR,"Bristlemouths, (family Gonostomatidae)",209,1380,ADFG,"Bristlemouth, Lightfish, Anglemouth",209
62,AKR,Pacific Herring (bycatch),235,125,ADFG,"Herring, Roe on Kelp",231
62,AKR,Pacific Herring (bycatch),235,157,ADFG,"Herring, (groundfish fishery bycatch)",235
64,AKR,Chinook Salmon,410,580,ADFG,"Salmon Roe, Chinook",401
67,AKR,Pink Salmon,440,590,ADFG,"Salmon, Pink",440
73,AKR,"Shark, Other",689,727,ADFG,"Shark, Spiny Dogfish",691
73,AKR,"Shark, Other",689,726,ADFG,"Shark, Salmon",690
75,AKR,Sablefish (blackcod),710,729,ADFG,Sablefish,710
81,AKR,Squid,875,646,ADFG,Squid,875
85,AKR,"Crab, Golden King (Brown)",923,603,ADFG,"Crab, Golden King (Brown)",923
87,AKR,Bairdi Tanner Crab,931,606,ADFG,"Crab, Tanner Bairdi",931
996,AKR,Pacific tomcod,250,721,ADFG,"Tomcod, Pacific",250
998,AKR,"Arctic char, anadromous",521,742,ADFG,Arctic Char (general),520
998,AKR,"Arctic char, anadromous",521,743,ADFG,Arctic Char (anadromous),521
998,AKR,"Arctic char, anadromous",521,744,ADFG,Arctic Char (nonanadromous),522
999,AKR,"Dolly varden, anadromous",531,747,ADFG,Dolly Varden (nonanadromous),532
1012,AKR,"Clam, cockle",820,622,ADFG,"Clam, Cockle",820
1016,AKR,"Scallop, weathervane",850,639,ADFG,"Scallop, Weathervane",850
1506,AKR,Arrowtooth Flounder,121,1508,ADFG,"Flounder, Arrowtooth",121
1517,AKR,Eels or eel-like fish  ,210,1158,ADFG,Eels or eel-like fish,210
1531,AKR,Other Small Sculpins,160,701,ADFG,"Sculpin, Slimy",162
1531,AKR,Other Small Sculpins,160,702,ADFG,"Sculpin, Fourhorn",163
1532,AKR,Large Sculpins - Bigmouth Sculpin,280,1540,ADFG,"Sculpin, Bigmouth",280
1534,AKR,Large Sculpins - Plain Sculpin,282,1542,ADFG,"Sculpin, Plain",282
1614,AKR,Pacific Herring (directed fishery),230,593,ADFG,"Herring, Pacific  (directed fishery)",230
1621,AKR,"Skate, Other",700,1624,ADFG,"Skate, Other",700
1646,AKR,Shortraker/Rougheye Rockfish,171,785,ADFG,"Rockfish, Shortraker/Rougheye",171
2,AKR,Pacific Cod,110,656,ADFG,"Cod, Pacific, (Grey)",110
31,AKR,Rougheye Rockfish,151,785,ADFG,"Rockfish, Shortraker/Rougheye",171
38,AKR,Redstripe Rockfish,158,697,ADFG,"Rockfish, Redstripe",158
39,AKR,Darkblotched Rockfish,159,698,ADFG,"Rockfish, Darkblotched",159
71,AKR,Capelin,516,741,ADFG,Capelin,516
83,AKR,Red King Crab,921,601,ADFG,"Crab, Red King",921
994,AKR,Giant grenadier,214,719,ADFG,Grenadier (Rattail),213
995,AKR,Pacific saury,220,720,ADFG,"Saury, Pacific",220
1003,AKR,Lingcod,130,669,ADFG,Lingcod,130
1013,AKR,"Clam, pacific razor",830,623,ADFG,"Clam, Razor, Pacific",830
1018,AKR,"Mussel, blue",855,642,ADFG,"Mussel, Blue",855
1020,AKR,Oysters,880,647,ADFG,"Oyster, Pacific",880
1025,AKR,Coral,899,654,ADFG,Coral,899
1036,AKR,"Shark, salmon",690,725,ADFG,"Shark, Other",689
1497,AKR,"Sturgeon, general",680,779,ADFG,"Sturgeon, Siberian",683
1518,AKR,Wolf-eel ,217,1158,ADFG,Eels or eel-like fish,210
1521,AKR,"Poacher, general",219,1522,ADFG,"Poacher, general",219
1525,AKR,Dusky Rockfish,172,1523,ADFG,"Rockfish, Dusky",172
1536,AKR,Large Sculpins - Warty Sculpin,284,1544,ADFG,"Sculpin, Warty",284
1552,AKR,Ratfish,714,1388,ADFG,"Ratfish, Spotted",714
1610,AKR,"Sea Urchin, green",893,781,ADFG,"Sea Urchin, Green",893
1612,AKR,"Crab, Multispine",951,611,ADFG,"Crab, Multispina",951
1614,AKR,Pacific Herring (directed fishery),230,157,ADFG,"Herring, (groundfish fishery bycatch)",235
7,AKR,Dover Sole,124,663,ADFG,"Sole, Dover",124
11,AKR,English Sole,128,667,ADFG,"Sole, English",128
32,AKR,Shortraker Rockfish,152,691,ADFG,"Rockfish, Shortraker",152
63,AKR,Pollock,270,723,ADFG,Pollock,270
66,AKR,Coho Salmon,430,583,ADFG,"Salmon Roe, Coho",403
79,AKR,Krill (order Euphausiacea),800,1400,ADFG,Krill,800
84,AKR,Blue King Crab,922,602,ADFG,"Crab, Blue King",922
987,AKR,"Greenling, whitespot",192,712,ADFG,"Greenling, Whitespotted",192
992,AKR,Pacific hagfish,212,718,ADFG,"Hagfish, Pacific",212
993,AKR,"Grenadiers (rattails, general)",213,719,ADFG,Grenadier (Rattail),213
1000,AKR,"Lamprey, pacific",600,765,ADFG,"Lamprey, Pacific",600
1001,AKR,"Shark, spiny dogfish",691,725,ADFG,"Shark, Other",689
1002,AKR,"Shark, pacific sleeper",692,783,ADFG,"Shark, Pacific Sleeper",692
1036,AKR,"Shark, salmon",690,726,ADFG,"Shark, Salmon",690
1497,AKR,"Sturgeon, general",680,777,ADFG,"Sturgeon, Green",681
1531,AKR,Other Small Sculpins,160,703,ADFG,"Sculpin, Prickly",164
1535,AKR,Small Sculpins - Threaded Sculpin,283,1543,ADFG,"Sculpin, Threaded",283
1553,AKR,Skilfish,715,1590,ADFG,Skilfish,715
1614,AKR,Pacific Herring (directed fishery),230,138,ADFG,"Herring, with sac roe",234
1615,AKR,"Skate, Alaska",703,1619,ADFG,"Skate, Alaska",703
12,AKR,Starry Flounder,129,668,ADFG,"Flounder, Starry",129
31,AKR,Rougheye Rockfish,151,690,ADFG,"Rockfish, Rougheye",151
33,AKR,Redbanded Rockfish,153,692,ADFG,"Rockfish, Redbanded",153
37,AKR,Silvergray Rockfish,157,696,ADFG,"Rockfish, Silvergrey",157
49,AKR,Chilipepper Rockfish,178,1373,ADFG,"Rockfish, Chilipepper",178
55,AKR,Aurora Rockfish,185,790,ADFG,"Rockfish, Aurora",185
59,AKR,"Pricklebacks, etc.  (family Stichaeidae)",208,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
64,AKR,Chinook Salmon,410,587,ADFG,"Salmon, chinook, under 21 inches",411
65,AKR,Sockeye Salmon,420,579,ADFG,"Salmon Roe, Unspecified",400
68,AKR,Chum Salmon,450,585,ADFG,"Salmon Roe, Chum",405
70,AKR,"Smelt, Eulachon",511,736,ADFG,Eulachon,511
73,AKR,"Shark, Other",689,1391,ADFG,"Shark, Mako",752
88,AKR,"Crab, Opilio Tanner (Snow)",932,607,ADFG,"Crab, Opilio Tanner (Snow)",932
218,AKR,Unidentified Rockfish,139,678,ADFG,"Rockfish, Other",139
986,AKR,"Greenling, rock",191,711,ADFG,"Greenling, Rock",191
988,AKR,"Greenling, kelp",194,714,ADFG,"Greenling, Kelp",194
1015,AKR,"Clam, eastern softshell",842,637,ADFG,"Clam, Eastern softshell",842
1022,AKR,Snails,890,648,ADFG,Snails,890
1023,AKR,Sea cucumbers,895,651,ADFG,"Sea Cucumber, General",895
1026,AKR,"Crabs, box",900,598,ADFG,"Crab, Box",900
1497,AKR,"Sturgeon, general",680,776,ADFG,"Sturgeon, General",680
1511,AKR,"Lumpsucker, smooth",216,1383,ADFG,"Lumpsucker, Smooth",216
1526,AKR,Dark Rockfish,173,1524,ADFG,"Rockfish, Dark",173
1531,AKR,Other Small Sculpins,160,700,ADFG,"Sculpin, Coastrange",161
1533,AKR,Large Sculpins - Great Sculpin,281,1541,ADFG,"Sculpin, Great",281
1538,AKR,Other Large Sculpins,286,1546,ADFG,"Sculpin, Other Large",286
1622,AKR,"Skate, Aleutian",704,1625,ADFG,"Skate, Aleutian",704
1623,AKR,"Skate, Whiteblotched",705,1626,ADFG,"Skate, Whiteblotched",705
6,AKR,Rock Sole,123,662,ADFG,"Sole, Rock",123
8,AKR,Rex Sole,125,664,ADFG,"Sole, Rex",125
9,AKR,Butter Sole,126,665,ADFG,"Sole, Butter",126
10,AKR,Yellowfin Sole,127,666,ADFG,"Sole, Yellowfin",127
18,AKR,Northern Rockfish,136,675,ADFG,"Rockfish, Northern",136
21,AKR,Pacific Ocean Perch,141,680,ADFG,Pacific Ocean Perch,141
25,AKR,Yelloweye Rockfish,145,684,ADFG,"Rockfish, Yelloweye",145
30,AKR,Rosethorn Rockfish,150,689,ADFG,"Rockfish, Rosethorn",150
35,AKR,Yellowtail Rockfish,155,694,ADFG,"Rockfish, Yellowtail",155
42,AKR,Blue Rockfish,167,706,ADFG,"Rockfish, Blue",167
54,AKR,Vermilion Rockfish,184,789,ADFG,"Rockfish, Vermilion",184
58,AKR,"Gunnels, (family Pholidae)",207,1378,ADFG,Gunnels,207
66,AKR,Coho Salmon,430,579,ADFG,"Salmon Roe, Unspecified",400
68,AKR,Chum Salmon,450,579,ADFG,"Salmon Roe, Unspecified",400
73,AKR,"Shark, Other",689,725,ADFG,"Shark, Other",689
77,AKR,Deep-sea Smelt (family Bathylagidae),773,1398,ADFG,"Smelts, Deep-Sea",773
78,AKR,Pacific Sand Lance (family Ammodytidae),774,1399,ADFG,Pacific Sand Lance,774
984,AKR,Shad,180,733,ADFG,Shad,180
989,AKR,Pacific sandfish (family Trichodontidae),206,1377,ADFG,Pacific Sand Fish,206
993,AKR,"Grenadiers (rattails, general)",213,1381,ADFG,"Grenadier, Giant",214
1001,AKR,"Shark, spiny dogfish",691,727,ADFG,"Shark, Spiny Dogfish",691
1004,AKR,Pacific sardine,170,732,ADFG,"Sardine, Pacific",170
1010,AKR,"Clam, surf",812,620,ADFG,"Clam, Surf, Arctic",812
1011,AKR,"Clam, geoduck",815,621,ADFG,"Clam, Geoduck, Pacific",815
1019,AKR,Abalone,860,643,ADFG,"Abalone, Northern (Pinto)",860
1027,AKR,"Crab, dungeness",910,599,ADFG,"Crab, Dungeness",910
1034,AKR,"Shrimp, coonstripe",964,616,ADFG,"Shrimp, Coonstripe",964
1507,AKR,Kamchatka Flounder,117,1509,ADFG,"Flounder, Kamchatka",117
1514,AKR,Bering Flounder,116,1515,ADFG,"Flounder, Bering",116
1518,AKR,Wolf-eel ,217,1384,ADFG,Wolf-eel,217
1519,AKR,"Snailfish, general",218,1520,ADFG,"Snailfish, general",218
1530,AKR,"Jellyfish, general",625,1385,ADFG,Jellyfish,625
1531,AKR,Other Small Sculpins,160,1539,ADFG,"Sculpin, Other Small",160
1531,AKR,Other Small Sculpins,160,704,ADFG,"Sculpin, Riffle",165
1550,AKR,"Smelt, Surf",515,740,ADFG,"Smelt, Surf",515
1551,AKR,"Skate, Longnose",701,1386,ADFG,"Skate, Longnose",701
1614,AKR,Pacific Herring (directed fishery),230,126,ADFG,"Herring, roe only",232
1640,AKR,Pacific Hake,112,1642,ADFG,Pacific Hake,112
89,OBS,SALMON UNIDENTIFIED,220,586,ADFG,"Salmon, Chinook",410
89,OBS,SALMON UNIDENTIFIED,220,583,ADFG,"Salmon Roe, Coho",403
104,OBS,BAIRDI TANNER CRAB,4,606,ADFG,"Crab, Tanner Bairdi",931
111,OBS,CALIFORNIA TONGUEFISH,113,1516,ADFG,"Flounder, General",120
118,OBS,MYOXOCEPHALUS SCULPIN UNIDENTIFIED,440,1541,ADFG,"Sculpin, Great",281
118,OBS,MYOXOCEPHALUS SCULPIN UNIDENTIFIED,440,1546,ADFG,"Sculpin, Other Large",286
127,OBS,CHUM SALMON,221,585,ADFG,"Salmon Roe, Chum",405
129,OBS,COHO SALMON,223,589,ADFG,"Salmon, Coho",430
131,OBS,CRAB UNIDENTIFIED,1,601,ADFG,"Crab, Red King",921
163,OBS,SALMON SHARK,67,725,ADFG,"Shark, Other",689
164,OBS,HAGFISH UNIDENTIFIED,77,791,ADFG,"Hagfish, Black",202
174,OBS,ALASKA PLAICE,106,672,ADFG,"Flounder, Alaska Plaice",133
179,OBS,STARRY FLOUNDER,142,668,ADFG,"Flounder, Starry",129
191,OBS,PACIFIC HAKE,206,1642,ADFG,Pacific Hake,112
196,OBS,SKILFISH,212,1590,ADFG,Skilfish,715
199,OBS,DOLLY VARDEN,228,745,ADFG,Dolly Varden (general),530
199,OBS,DOLLY VARDEN,228,747,ADFG,Dolly Varden (nonanadromous),532
200,OBS,STURGEON UNIDENTIFIED,230,776,ADFG,"Sturgeon, General",680
206,OBS,POLAR EELPOUT,252,1158,ADFG,Eels or eel-like fish,210
215,OBS,SHARPCHIN ROCKFISH,304,705,ADFG,"Rockfish, Sharpchin",166
220,OBS,ROSETHORN ROCKFISH,309,689,ADFG,"Rockfish, Rosethorn",150
233,OBS,CHILIPEPPER ROCKFISH,325,1373,ADFG,"Rockfish, Chilipepper",178
239,OBS,AURORA ROCKFISH,334,790,ADFG,"Rockfish, Aurora",185
247,OBS,WARTY SCULPIN,398,1544,ADFG,"Sculpin, Warty",284
251,OBS,SHORTHORN SCULPIN,406,1546,ADFG,"Sculpin, Other Large",286
258,OBS,SCISSORTAIL SCULPIN,425,1539,ADFG,"Sculpin, Other Small",160
267,OBS,RINGTAIL SNAILFISH,508,1520,ADFG,"Snailfish, general",218
272,OBS,SMELT/HERRING UNIDENTIFIED,600,126,ADFG,"Herring, roe only",232
272,OBS,SMELT/HERRING UNIDENTIFIED,600,593,ADFG,"Herring, Pacific  (directed fishery)",230
282,OBS,PACIFIC HERRING,611,138,ADFG,"Herring, with sac roe",234
291,OBS,PRICKLEBACK UNIDENTIFIED,750,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
299,OBS,WOLF-EEL,780,1384,ADFG,Wolf-eel,217
301,OBS,DWARF WRYMOUTH,783,717,ADFG,Wrymouths,211
302,OBS,LANCETFISHES,785,792,ADFG,Lancetfish (Family Alepisauridae),716
363,OBS,EARED BLACKSMELT,615,1398,ADFG,"Smelts, Deep-Sea",773
374,OBS,NORTHERN SPEARNOSE POACHER,458,1522,ADFG,"Poacher, general",219
404,OBS,SIDESTRIPE SHRIMP,72,614,ADFG,"Shrimp, Sidestripe",962
406,OBS,FILAMENTED RATTAIL,83,719,ADFG,Grenadier (Rattail),213
418,OBS,STEELHEAD,226,748,ADFG,"Trout, Steelhead",540
451,OBS,SHORTRAKER/ROUGHEYE ROCKFISH,354,690,ADFG,"Rockfish, Rougheye",151
462,OBS,OKHOTSK SKATE,161,1624,ADFG,"Skate, Other",700
463,OBS,C-O SOLE,118,1516,ADFG,"Flounder, General",120
494,OBS,MARBLED SNAILFISH,505,1520,ADFG,"Snailfish, general",218
500,OBS,SOUPFIN SHARK,64,725,ADFG,"Shark, Other",689
528,OBS,SHORTSPINE THORNYHEAD,350,682,ADFG,"Rockfish, Thornyhead (idiots)",143
530,OBS,SCULPIN UNIDENTIFIED,400,1545,ADFG,"Sculpin, Yellow Irish Lord",285
537,OBS,SNIPE EEL UNIDENTIFIED,559,1158,ADFG,Eels or eel-like fish,210
548,OBS,WHITEBLOTCHED SKATE,164,1626,ADFG,"Skate, Whiteblotched",705
560,OBS,DARKFIN SCULPIN,395,1539,ADFG,"Sculpin, Other Small",160
1169,OBS,TURBOT/KAM/ARROW - UNIDENTIFIED,143,673,ADFG,"Turbot, Greenland",134
1230,OBS,PARALOMIS VERILLI CRAB,38,612,ADFG,"Crab, Verrilli",953
1246,OBS,SOFT SNOUT SKATE,159,1624,ADFG,"Skate, Other",700
1250,OBS,ICELUS EURYOPS,432,1539,ADFG,"Sculpin, Other Small",160
1254,OBS,LIPARIS OCHOTENSIS,503,1520,ADFG,"Snailfish, general",218
89,OBS,SALMON UNIDENTIFIED,220,591,ADFG,"Salmon, Chum",450
93,OBS,POLLOCK,201,723,ADFG,Pollock,270
97,OBS,TANNER CRAB UNIDENTIFIED,3,609,ADFG,"Crab, Tanner, Triangle",934
112,OBS,ROUGHSCALE SOLE,114,1516,ADFG,"Flounder, General",120
